acc_now_delinq,acc_open_past_24mths,addr_state,all_util,annual_inc,annual_inc_joint,application_type,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_2yrs,delinq_amnt,desc,dti,dti_joint,earliest_cr_line,emp_length,emp_title,funded_amnt
0.0,3.0,AR,66.0,40000.0,,Individual,3939.0,120.0,96.0,0.0,0.0,0.0,,23.4,,Jan-88,10+ years,Retirement Counselor,10000.0
0.0,9.0,PA,77.0,80000.0,,Individual,9744.0,5832.0,85.1,0.0,0.0,0.0,,28.02,,Jan-93,10+ years,Train Director,33600.0
0.0,4.0,CA,85.0,63036.0,,Individual,6552.0,1942.0,63.4,0.0,0.0,0.0,,16.49,,Sep-03,7 years,Bookkeeper,12000.0
0.0,8.0,CT,71.0,71750.0,,Individual,17381.0,6460.0,59.1,0.0,0.0,0.0,,18.73,,Sep-07,1 year,Manager of Special Projects,9100.0
0.0,4.0,MD,87.0,82000.0,,Individual,21720.0,5562.0,71.6,0.0,0.0,0.0,,13.19,,Oct-92,3 years,Teacher and special education team lead,24000.0
0.0,10.0,MO,84.0,165000.0,,Individual,28216.0,1628.0,97.2,0.0,0.0,0.0,,19.94,,Mar-88,10+ years,Vice Commander,3500.0
0.0,1.0,LA,79.0,33000.0,,Individual,1611.0,279.0,92.0,0.0,0.0,0.0,,2.73,,May-06,4 years,Produce Manager,15000.0
0.0,3.0,WI,77.0,67024.0,,Individual,16984.0,16285.0,74.1,0.0,0.0,0.0,,25.17,,Oct-03,2 years,Avcountant,7000.0
0.0,6.0,NY,84.0,130000.0,,Individual,7021.0,1889.0,94.9,0.0,0.0,0.0,,16.15,,Apr-03,10+ years,"President , CWALocal 1182 ",28000.0
0.0,4.0,CA,90.0,57000.0,,Individual,2220.0,1661.0,53.9,0.0,0.0,0.0,,13.66,,May-10,7 years,Lab Services Tech,18000.0
0.0,7.0,CA,70.0,80000.0,,Individual,14167.0,12643.0,1.2,0.0,0.0,0.0,,23.75,,Aug-03,5 years,Business Consultant / Sr Analyst,18000.0
0.0,8.0,LA,53.0,113000.0,,Individual,8967.0,61980.0,45.0,0.0,0.0,0.0,,20.92,,Jul-06,< 1 year,Pharmacist,24000.0
0.0,4.0,CA,20.0,32000.0,,Individual,756.0,1424.0,70.3,0.0,1.0,0.0,,18.49,,Nov-01,10+ years,shift leader,6000.0
0.0,7.0,MA,44.0,24000.0,,Individual,1478.0,11945.0,49.2,0.0,0.0,0.0,,20.55,,May-05,< 1 year,Lunch aid,10550.0
0.0,6.0,MA,60.0,90000.0,,Individual,33916.0,5216.0,43.9,0.0,0.0,0.0,,14.13,,Aug-08,4 years,CDL driver,20000.0
0.0,9.0,LA,76.0,145600.0,,Individual,5539.0,0.0,108.1,0.0,0.0,0.0,,32.19,,Mar-98,< 1 year,Sr Piping Designer,8000.0
0.0,4.0,CA,81.0,60000.0,,Individual,13895.0,315.0,90.5,0.0,0.0,0.0,,28.28,,Jun-05,3 years,rail paint and body repairer,10000.0
0.0,2.0,TX,68.0,95000.0,,Individual,35275.0,9032.0,81.5,0.0,0.0,0.0,,17.47,,Jun-00,5 years,owner,15000.0
0.0,7.0,WI,48.0,70000.0,,Individual,2214.0,26506.0,40.3,0.0,0.0,0.0,,26.88,,Sep-03,8 years,Assistant Production Supervisor,16000.0
0.0,3.0,IL,73.0,40000.0,,Individual,18111.0,1268.0,83.3,0.0,0.0,0.0,,17.82,,Apr-01,6 years,CE processor,10450.0
0.0,3.0,NY,67.0,100000.0,,Individual,1565.0,58.0,98.3,0.0,1.0,0.0,,6.07,,Apr-03,3 years,Ex Assistant,15000.0
0.0,5.0,NY,53.0,46500.0,,Individual,3194.0,7298.0,66.1,0.0,0.0,0.0,,19.59,,Aug-98,9 years,Manager ,20000.0
0.0,3.0,TN,53.0,100000.0,,Individual,25620.0,17133.0,69.1,0.0,0.0,0.0,,12.65,,May-97,4 years,Customer Supply Chain Manager,35000.0
0.0,4.0,TX,56.0,84000.0,,Individual,7055.0,56458.0,38.6,0.0,0.0,0.0,,28.23,,Nov-90,1 year,Academic Dean,28000.0
0.0,6.0,CA,67.0,120000.0,,Individual,4599.0,23423.0,63.0,0.0,0.0,0.0,,22.49,,Jul-87,6 years,Market Manager,34975.0
0.0,3.0,CA,41.0,92000.0,,Individual,39190.0,31287.0,30.5,0.0,0.0,0.0,,18.13,,Sep-03,10+ years,Sr. Financial Analyst,20000.0
0.0,2.0,IN,76.0,45000.0,,Individual,4848.0,1225.0,91.2,0.0,0.0,0.0,,36.08,,Nov-02,1 year,RN,19675.0
0.0,1.0,NJ,89.0,105000.0,,Individual,3436.0,160.0,99.1,0.0,0.0,0.0,,8.7,,Oct-02,10+ years,Manager,20000.0
0.0,2.0,IL,31.0,35000.0,,Individual,2540.0,13322.0,41.1,0.0,0.0,0.0,,8.74,,Feb-95,2 years,Unit Secretary,8500.0
0.0,3.0,MA,54.0,200000.0,,Individual,4421.0,18900.0,16.7,0.0,0.0,0.0,,7.38,,Feb-04,1 year,Director,20000.0
0.0,5.0,MA,49.0,136500.0,,Individual,7279.0,47506.0,53.5,0.0,0.0,0.0,,34.55,,Jan-80,7 years,Project Manager,20000.0
0.0,3.0,WV,61.0,58729.0,,Individual,33067.0,,,0.0,0.0,0.0,,8.7,,Oct-77,n/a,,15000.0
0.0,11.0,CA,30.0,55000.0,,Individual,715.0,13362.0,13.8,0.0,0.0,0.0,,11.15,,May-03,n/a,,6000.0
0.0,10.0,AZ,32.0,60000.0,,Individual,17085.0,4937.0,30.5,0.0,0.0,0.0,,18.84,,Sep-02,9 years,driver,10000.0
0.0,1.0,NC,88.0,74000.0,,Individual,26252.0,371.0,96.1,0.0,0.0,0.0,,10.14,,Jul-02,10+ years,District Manager,28000.0
0.0,3.0,OK,32.0,36500.0,,Individual,9813.0,46425.0,34.8,0.0,0.0,0.0,,33.21,,Oct-75,n/a,,7200.0
0.0,8.0,MT,49.0,70000.0,,Individual,2122.0,12444.0,64.2,0.0,0.0,0.0,,25.37,,Mar-77,9 years,Head estimator,20000.0
0.0,4.0,WA,54.0,52000.0,,Individual,34750.0,2200.0,0.0,0.0,0.0,0.0,,24.56,,Jul-00,10+ years,Cabinet maker,15000.0
0.0,1.0,AZ,45.0,55000.0,,Individual,2457.0,1410.0,72.9,0.0,0.0,0.0,,14.18,,Feb-98,3 years,Manager,8400.0
0.0,5.0,PA,71.0,41000.0,,Individual,18532.0,759.0,87.3,0.0,0.0,0.0,,35.98,,Mar-99,1 year,Driver,5600.0
0.0,3.0,NJ,65.0,156000.0,,Individual,45733.0,28435.0,63.7,0.0,0.0,0.0,,16.12,,Jul-99,10+ years,VP,25000.0
0.0,11.0,MD,32.0,90000.0,,Individual,33957.0,8721.0,45.2,0.0,0.0,0.0,,10.31,,Apr-04,5 years,Security Engineer,30000.0
0.0,9.0,VA,61.0,120000.0,,Individual,15661.0,7837.0,64.2,0.0,0.0,0.0,,25.1,,Mar-01,5 years,Manager,10000.0
0.0,2.0,MD,82.0,76700.0,,Individual,2350.0,3134.0,88.8,0.0,0.0,0.0,,14.79,,Feb-84,10+ years,Property Specialist,8000.0
0.0,6.0,GA,60.0,110000.0,,Individual,23440.0,22700.0,57.1,0.0,0.0,0.0,,19.35,,Dec-06,2 years,Senior Software Engineer,25000.0
0.0,7.0,AL,52.0,45000.0,,Individual,17219.0,43009.0,1.8,0.0,1.0,0.0,,22.74,,Jan-00,1 year,TEACHER/COACH,7500.0
0.0,5.0,FL,84.0,44500.0,,Individual,4257.0,3092.0,86.2,0.0,0.0,0.0,,32.25,,Jul-03,10+ years,Marketing Director,18000.0
0.0,1.0,TX,40.0,75000.0,,Individual,17637.0,800.0,0.0,0.0,0.0,0.0,,14.88,,Jul-02,2 years,Buyer ,12000.0
0.0,5.0,RI,40.0,55000.0,,Individual,2835.0,16756.0,45.9,0.0,0.0,0.0,,20.14,,Mar-11,10+ years,Driver,20000.0
0.0,6.0,MO,56.0,52000.0,,Individual,25492.0,24059.0,15.6,0.0,1.0,0.0,,27.6,,Dec-00,5 years,Sleep Technician/RRT,9000.0
0.0,7.0,NM,51.0,65000.0,,Individual,7369.0,24140.0,36.3,0.0,0.0,0.0,,33.4,,Apr-93,5 years,Secretary,5000.0
0.0,9.0,IN,39.0,85000.0,,Individual,18945.0,11610.0,12.0,0.0,0.0,0.0,,25.84,,Nov-95,10+ years,battalion chief,25200.0
0.0,5.0,NY,68.0,34000.0,,Individual,3424.0,2306.0,57.3,0.0,0.0,0.0,,21.25,,Mar-06,n/a,,14000.0
0.0,7.0,OR,76.0,52000.0,,Individual,3765.0,9518.0,34.4,0.0,0.0,0.0,,13.27,,Apr-03,< 1 year,PURCHASING AGENT,14000.0
0.0,3.0,FL,53.0,95000.0,,Individual,1119.0,4439.0,62.1,0.0,0.0,0.0,,5.09,,Jun-07,7 years,Distribution Manager,15000.0
0.0,4.0,AZ,47.0,35000.0,,Individual,1882.0,11419.0,31.6,0.0,1.0,0.0,,21.33,,Aug-09,< 1 year,Claims Adjuster,9000.0
0.0,3.0,CA,86.0,20000.0,,Individual,1689.0,,,0.0,0.0,0.0,,9.54,,Oct-12,1 year,Auto Technician apprentice,5000.0
0.0,1.0,IL,75.0,112000.0,,Individual,18887.0,9386.0,78.0,0.0,0.0,0.0,,19.32,,Mar-81,9 years,Application Systems Administrator,35000.0
0.0,15.0,MI,71.0,43000.0,,Individual,984.0,1146.0,90.0,0.0,1.0,0.0,,19.56,,Apr-86,n/a,,2000.0
0.0,3.0,GA,82.0,75000.0,,Individual,1305.0,917.0,98.0,0.0,0.0,0.0,,12.62,,Nov-09,5 years,Management Development Program,5000.0
0.0,7.0,TN,32.0,120000.0,,Individual,17901.0,941.0,84.3,0.0,0.0,0.0,,3.31,,Aug-01,8 years,Clinical Pharmacy Specialist ,20000.0
0.0,7.0,CA,77.0,101800.0,,Individual,3891.0,579.0,88.6,0.0,1.0,0.0,,15.44,,May-97,< 1 year,SAFETY 7 FACILITIES DIRECTOR,12000.0
0.0,1.0,NC,84.0,203000.0,,Individual,48913.0,368.0,99.6,0.0,0.0,0.0,,23.07,,Mar-93,6 years,Attorney,10000.0
0.0,7.0,CA,43.0,50891.0,,Individual,17131.0,4335.0,61.6,0.0,0.0,0.0,,13.07,,May-01,10+ years,Account Clerk III,13200.0
0.0,3.0,KY,73.0,55000.0,,Individual,5207.0,2500.0,0.0,0.0,0.0,0.0,,14.95,,May-08,7 years,E5,9500.0
0.0,3.0,HI,55.0,60000.0,,Individual,5529.0,26444.0,20.6,0.0,1.0,0.0,,26.64,,Jul-02,10+ years,Nurse Supervisor,10000.0
0.0,2.0,MI,33.0,28000.0,,Individual,1422.0,7698.0,33.1,0.0,0.0,0.0,,22.76,,Jun-79,n/a,,4500.0
0.0,6.0,TN,87.0,50000.0,,Individual,35155.0,114.0,92.4,0.0,0.0,0.0,,22.8,,May-05,8 years,Quality Lab,9000.0
0.0,9.0,TX,77.0,95000.0,,Individual,8831.0,8304.0,83.8,0.0,0.0,0.0,,33.8,,May-94,10+ years,VP,35000.0
0.0,5.0,MA,72.0,43000.0,,Individual,1783.0,1804.0,82.0,0.0,0.0,0.0,,15.21,,May-95,10+ years,nurse,6025.0
0.0,13.0,MD,89.0,122000.0,,Individual,25949.0,970.0,92.5,0.0,0.0,0.0,,26.31,,Feb-97,3 years,Senior Civil Engineer,15000.0
0.0,3.0,CA,70.0,60480.0,,Individual,24087.0,4123.0,88.1,0.0,0.0,0.0,,21.15,,Feb-95,10+ years,owner,15000.0
0.0,6.0,TX,16.0,66000.0,,Individual,27232.0,21400.0,0.0,0.0,0.0,0.0,,4.6,,Jan-98,3 years,Media Accounting Supervisor,2150.0
0.0,9.0,FL,28.0,58000.0,,Individual,10836.0,10234.0,41.9,0.0,1.0,0.0,,11.32,,Dec-08,2 years,Administrator,10000.0
0.0,4.0,MA,72.0,80000.0,,Individual,36677.0,7069.0,62.8,0.0,0.0,0.0,,21.11,,Feb-99,10+ years,Research Associate,30000.0
0.0,3.0,NY,87.0,70000.0,,Individual,26671.0,,,0.0,0.0,0.0,,23.92,,Dec-86,10+ years,Registered Nurse,11350.0
0.0,1.0,MO,50.0,61000.0,,Individual,2098.0,11068.0,47.0,0.0,2.0,0.0,,25.95,,Mar-84,3 years,Asst. Deputy Director,12000.0
0.0,3.0,PA,81.0,35000.0,,Individual,6250.0,2606.0,77.1,0.0,0.0,0.0,,24.76,,Oct-89,< 1 year,Adjunct Faculty and Tutor,3000.0
0.0,7.0,LA,53.0,120000.0,,Individual,39714.0,17326.0,42.4,0.0,0.0,0.0,,18.7,,Jan-97,2 years,API Mechanical Inspector,35000.0
0.0,11.0,TX,28.0,54000.0,,Individual,9854.0,17300.0,20.6,0.0,1.0,0.0,,17.04,,Apr-98,6 years,Sales agent ,3000.0
0.0,9.0,GA,66.0,70000.0,,Individual,15729.0,7253.0,58.3,0.0,1.0,0.0,,17.44,,Feb-03,10+ years,assistant principal,7200.0
0.0,7.0,OK,72.0,150000.0,,Individual,26045.0,1644.0,93.0,0.0,0.0,0.0,,36.57,,Apr-04,4 years,Business Developement Manager,35000.0
0.0,8.0,TX,14.0,68000.0,,Individual,1104.0,83044.0,10.2,0.0,0.0,0.0,,13.55,,Dec-05,10+ years,Dir Online Accounting,24475.0
0.0,8.0,CA,64.0,100000.0,,Individual,8249.0,3244.0,27.9,0.0,2.0,0.0,,20.24,,Apr-99,10+ years,Administrator,35000.0
0.0,5.0,VA,74.0,70000.0,,Individual,4628.0,0.0,103.1,0.0,0.0,0.0,,17.16,,Aug-97,3 years,Pump Operator,20000.0
0.0,8.0,CA,75.0,140000.0,,Individual,41988.0,3792.0,80.5,0.0,0.0,0.0,,18.41,,Mar-98,10+ years,FACILITY MANAGER ,7000.0
0.0,5.0,NY,46.0,60000.0,,Individual,3747.0,9861.0,24.7,0.0,0.0,0.0,,15.78,,Nov-00,8 years,Executive Director,16000.0
0.0,4.0,NC,61.0,180000.0,,Individual,13057.0,21073.0,77.7,0.0,0.0,0.0,,21.95,,Aug-73,5 years,QA Auditor,35000.0
0.0,4.0,CA,85.0,100000.0,,Individual,5924.0,1773.0,86.1,0.0,0.0,0.0,,13.82,,Aug-92,4 years,Branch Manager,3000.0
0.0,9.0,IN,55.0,55000.0,,Individual,6625.0,9548.0,17.0,0.0,1.0,0.0,,16.39,,May-05,10+ years,Sanitation,15000.0
0.0,5.0,OH,60.0,40452.0,,Individual,1611.0,5208.0,59.3,0.0,0.0,0.0,,13.08,,Oct-12,< 1 year,Postdoctoral researcher,8400.0
0.0,13.0,CA,72.0,91500.0,,Individual,14805.0,10410.0,61.9,0.0,0.0,0.0,,23.84,,Jun-04,10+ years,Teacher,20000.0
0.0,5.0,MD,52.0,67000.0,,Individual,8117.0,1685.0,73.7,0.0,1.0,0.0,,26.09,,Dec-89,n/a,,5000.0
0.0,3.0,TX,68.0,40000.0,,Individual,8724.0,134.0,98.9,0.0,1.0,0.0,,32.55,,Aug-00,1 year,Events Coordinator,5000.0
0.0,6.0,PA,69.0,100000.0,,Individual,7267.0,4584.0,88.5,0.0,0.0,0.0,,27.64,,Sep-02,< 1 year,Senior Application Developer,35000.0
0.0,0.0,AZ,46.0,29000.0,,Individual,2421.0,16177.0,47.3,0.0,1.0,0.0,,13.16,,Oct-97,< 1 year,Court Clerk II,5000.0
0.0,4.0,TX,112.0,16727.0,,Individual,7708.0,254.0,83.1,0.0,0.0,0.0,,21.39,,Dec-97,< 1 year,Teacher's Aide,2500.0
0.0,9.0,PA,92.0,62000.0,,Individual,27310.0,1222.0,87.7,0.0,0.0,0.0,,18.68,,Apr-89,10+ years,Teacher,9600.0
0.0,0.0,CO,68.0,58000.0,,Individual,18762.0,311.0,98.7,0.0,0.0,0.0,,30.66,,Jun-02,10+ years,Director of Retail Delivery,7000.0
0.0,5.0,IL,32.0,58000.0,,Individual,10289.0,40299.0,38.0,0.0,0.0,0.0,,12.1,,Oct-01,2 years,Senior Web Developer,20000.0
0.0,7.0,NV,49.0,58000.0,,Individual,19634.0,16386.0,52.9,0.0,0.0,0.0,,35.26,,May-04,10+ years,Dispatcher,3700.0
0.0,5.0,NC,25.0,50000.0,,Individual,22054.0,12182.0,19.9,0.0,0.0,0.0,,2.69,,May-03,10+ years,Workers comp admin,11200.0
0.0,3.0,UT,70.0,69000.0,,Individual,46029.0,81.0,95.9,0.0,0.0,0.0,,29.03,,Sep-05,10+ years,Project manager,12825.0
0.0,2.0,MO,51.0,43000.0,,Individual,2264.0,368.0,94.8,0.0,0.0,0.0,,19.48,,Jan-02,5 years,Loan Servicing Analyst,11200.0
0.0,4.0,CA,73.0,40000.0,,Individual,4553.0,1165.0,91.9,0.0,0.0,0.0,,35.41,,Oct-00,< 1 year,Distribution Coordinator,10725.0
0.0,8.0,TX,70.0,34000.0,,Individual,2038.0,4602.0,47.1,0.0,0.0,0.0,,15.64,,Nov-06,n/a,,5000.0
0.0,9.0,CA,33.0,40000.0,,Individual,550.0,10036.0,25.1,0.0,0.0,0.0,,8.4,,Jun-12,3 years,Waiter,9600.0
0.0,5.0,NY,89.0,32000.0,,Individual,5522.0,1044.0,60.9,0.0,0.0,0.0,,7.19,,Sep-11,2 years,laser technician,8000.0
0.0,7.0,FL,47.0,60000.0,,Individual,8061.0,4046.0,56.5,0.0,0.0,0.0,,12.74,,May-08,9 years,Marketing director,12000.0
0.0,7.0,IN,104.0,42000.0,,Individual,7477.0,160.0,97.8,0.0,0.0,0.0,,23.76,,Aug-08,< 1 year,Project coordinator ,10000.0
0.0,3.0,FL,52.0,100000.0,,Individual,2372.0,1240.0,89.2,0.0,0.0,0.0,,8.98,,Mar-83,10+ years,Professor,6000.0
0.0,8.0,CA,28.0,35000.0,,Individual,568.0,379.0,92.1,0.0,0.0,0.0,,11.69,,Nov-98,7 years,Realtor ,10000.0
0.0,4.0,CA,81.0,50000.0,,Individual,13437.0,10305.0,61.4,0.0,0.0,0.0,,38.33,,Oct-08,3 years,Business Coordinator,15500.0
0.0,7.0,OK,14.0,50000.0,,Individual,2772.0,55875.0,1.6,0.0,0.0,0.0,,27.99,,Nov-02,10+ years,Radiology Flight Chief,5000.0
0.0,3.0,TN,18.0,96000.0,,Individual,35218.0,2554.0,20.2,0.0,0.0,0.0,,13.98,,Jun-95,10+ years,Warehouse manager,24000.0
0.0,5.0,NC,37.0,31000.0,,Individual,524.0,1983.0,55.9,0.0,0.0,0.0,,7.24,,Jan-95,< 1 year,C.D.L. Driver,6000.0
0.0,3.0,GA,23.0,44000.0,,Individual,1883.0,87234.0,12.6,0.0,0.0,0.0,,25.14,,Apr-99,10+ years,MSR/MLO,15000.0
0.0,6.0,CA,80.0,100000.0,,Individual,15445.0,3000.0,87.0,0.0,0.0,0.0,,9.67,,Oct-95,10+ years,Engr,5950.0
0.0,3.0,CA,79.0,134000.0,,Individual,8844.0,7316.0,33.5,0.0,0.0,0.0,,5.21,,Sep-06,1 year,athlete,17500.0
0.0,5.0,CA,71.0,190000.0,,Individual,16965.0,128.0,99.5,0.0,0.0,0.0,,19.16,,Aug-96,2 years,Recruiting Manager,20000.0
0.0,5.0,NM,55.0,20000.0,,Individual,2838.0,1488.0,58.0,0.0,0.0,0.0,,21.31,,Aug-12,1 year,graphic designer,1650.0
0.0,3.0,KS,84.0,35000.0,,Individual,5091.0,14475.0,43.0,0.0,0.0,0.0,,24.79,,Oct-02,< 1 year,Intensive In Home Therapist ,12000.0
0.0,8.0,FL,91.0,400000.0,,Individual,53722.0,0.0,92.4,0.0,0.0,0.0,,18.31,,May-98,8 years,SVP,35000.0
0.0,5.0,IN,62.0,44000.0,,Individual,4686.0,1615.0,29.8,0.0,0.0,0.0,,31.45,,Feb-08,3 years,Asst Project Manager,13400.0
0.0,1.0,MA,81.0,150000.0,,Individual,9463.0,827.0,97.5,0.0,0.0,0.0,,15.12,,Sep-07,3 years,Director Accounting Policy,22900.0
0.0,3.0,FL,25.0,32880.0,,Individual,19551.0,5314.0,37.5,0.0,0.0,0.0,,6.82,,Jun-07,4 years,PAYROLL TECHNICIAN,3200.0
0.0,3.0,AZ,61.0,113000.0,,Individual,4629.0,5765.0,66.5,0.0,0.0,0.0,,21.59,,Oct-03,10+ years,Principal IC Design Engineer,19200.0
0.0,8.0,OH,88.0,66509.0,,Individual,9050.0,6885.0,46.6,0.0,0.0,0.0,,17.97,,Jul-06,5 years,Application Analyst,25000.0
0.0,9.0,CA,77.0,91000.0,,Individual,21677.0,2163.0,77.5,0.0,0.0,0.0,,20.82,,May-02,10+ years,surpervisor,6000.0
0.0,11.0,MI,81.0,65000.0,,Individual,3490.0,241.0,95.7,0.0,0.0,0.0,,38.04,,Mar-97,10+ years,maintenance  administrtor,18000.0
0.0,15.0,GA,42.0,98000.0,,Individual,1132.0,21170.0,19.8,0.0,1.0,0.0,,7.8,,Sep-99,2 years,Senior Application QA Analyst,32000.0
0.0,9.0,FL,70.0,95000.0,,Individual,35532.0,8514.0,59.3,0.0,0.0,0.0,,12.39,,Feb-93,10+ years,magistrate judge,10000.0
0.0,4.0,MD,44.0,93000.0,,Individual,52868.0,100.0,98.7,0.0,0.0,0.0,,19.11,,Jun-93,5 years,Police Officer,10000.0
0.0,1.0,CA,43.0,66000.0,,Individual,2228.0,270.0,91.0,0.0,1.0,0.0,,10.82,,Mar-06,9 years,water treatment plant operator,1000.0
0.0,6.0,NJ,82.0,70000.0,,Individual,5261.0,4684.0,64.0,0.0,0.0,0.0,,20.88,,Feb-01,10+ years,fireman,12000.0
0.0,2.0,NJ,49.0,225000.0,,Individual,8701.0,4420.0,43.3,0.0,0.0,0.0,,9.49,,Sep-04,< 1 year,Mobile Software Engineer,35000.0
0.0,10.0,NM,49.0,94272.0,,Individual,3919.0,28662.0,27.4,0.0,0.0,0.0,,24.01,,Jan-79,n/a,,15000.0
0.0,8.0,FL,26.0,57030.0,,Individual,10030.0,7872.0,34.4,0.0,0.0,0.0,,24.2,,Sep-08,3 years,Program Support Assistant,7200.0
0.0,3.0,AK,61.0,85000.0,,Individual,16711.0,14729.0,69.9,0.0,2.0,0.0,,34.02,,Apr-96,1 year,billing specialist,21600.0
0.0,10.0,GA,46.0,62988.0,,Individual,5860.0,67214.0,45.5,0.0,0.0,0.0,,26.54,,Oct-00,6 years,Executive Secretary,25175.0
0.0,4.0,MO,61.0,52686.0,,Individual,2173.0,1038.0,99.0,0.0,0.0,0.0,,11.53,,Jan-95,6 years,Information Systems Tech,6550.0
0.0,7.0,MO,89.0,81000.0,,Individual,10707.0,170.0,98.9,0.0,0.0,0.0,,28.55,,Oct-06,6 years,Risk Management/Business Development,16000.0
0.0,0.0,CA,63.0,80000.0,,Individual,23562.0,15862.0,76.6,0.0,0.0,0.0,,16.46,,Sep-97,10+ years,Office Manager,30000.0
0.0,5.0,WA,63.0,80000.0,,Individual,18367.0,3466.0,83.2,0.0,0.0,0.0,,24.84,,Oct-03,6 years,Sales Consultant,30000.0
0.0,4.0,CA,50.0,75000.0,,Individual,14971.0,35889.0,25.5,0.0,0.0,0.0,,21.53,,Nov-96,9 years,ASL instructor ,16000.0
0.0,5.0,FL,47.0,90000.0,,Individual,26328.0,27331.0,21.9,0.0,0.0,0.0,,23.18,,Oct-87,n/a,,28000.0
0.0,10.0,CA,46.0,31200.0,,Individual,934.0,4087.0,50.2,0.0,0.0,0.0,,18.77,,Aug-12,< 1 year,Sales Rep,3000.0
0.0,5.0,NC,62.0,160000.0,,Individual,90222.0,201.0,98.7,0.0,0.0,0.0,,30.04,,Feb-97,5 years,VP of Operations,23075.0
0.0,3.0,GA,51.0,71265.0,,Individual,11982.0,30146.0,56.5,0.0,1.0,0.0,,21.67,,Aug-91,5 years,Educator,35000.0
0.0,3.0,WA,55.0,30000.0,,Individual,1905.0,163.0,91.8,0.0,0.0,0.0,,11.48,,Feb-04,1 year,Forklift Operator,5325.0
0.0,1.0,NY,95.0,90000.0,,Individual,44380.0,536.0,97.6,0.0,0.0,0.0,,31.81,,Feb-98,10+ years,psychiatrist,20000.0
0.0,5.0,TX,82.0,54320.0,,Individual,18119.0,538.0,95.5,0.0,0.0,0.0,,30.0,,May-02,10+ years,Practice Manager,15000.0
0.0,2.0,FL,65.0,30000.0,,Individual,3929.0,743.0,84.8,0.0,0.0,0.0,,14.4,,Oct-11,3 years,PM assistant,5400.0
0.0,7.0,WA,65.0,65000.0,,Individual,3370.0,5218.0,53.4,0.0,0.0,0.0,,22.14,,Jan-00,1 year,Operations Manager,8025.0
0.0,1.0,OK,64.0,48000.0,,Individual,19594.0,3700.0,0.0,0.0,0.0,0.0,,20.0,,Dec-07,2 years,Owner ,6950.0
0.0,4.0,MA,60.0,95000.0,,Individual,7384.0,19963.0,43.8,0.0,0.0,0.0,,15.37,,Jul-09,10+ years,Associate Director ,22400.0
0.0,7.0,IL,7.0,1400000.0,,Individual,349.0,28765.0,7.2,0.0,0.0,0.0,,0.07,,Sep-04,4 years,Assistant Chief Medical Officer,16000.0
0.0,3.0,NC,41.0,132000.0,,Individual,105291.0,28.0,99.1,0.0,0.0,0.0,,1.44,,Dec-89,6 years,VP of Operations,35000.0
0.0,3.0,MO,77.0,28000.0,,Individual,4030.0,1703.0,75.7,0.0,0.0,0.0,,23.23,,Aug-04,2 years,Fitness Specialist,4000.0
0.0,13.0,CA,99.0,37000.0,,Individual,4185.0,4913.0,45.4,0.0,0.0,0.0,,21.34,,Aug-00,8 years,Administrative ,15000.0
0.0,9.0,NY,66.0,55000.0,,Individual,2058.0,1985.0,84.6,0.0,0.0,0.0,,19.59,,Aug-05,8 years,Licence Sales Producer,2400.0
0.0,3.0,CA,59.0,55000.0,,Individual,4487.0,6616.0,59.7,0.0,0.0,0.0,,12.17,,Jul-06,3 years,Account Executive,7000.0
0.0,7.0,OH,23.0,40000.0,,Individual,12220.0,4653.0,53.5,0.0,0.0,0.0,,27.15,,Jan-03,9 years,Sergeant,16000.0
0.0,2.0,FL,40.0,50000.0,,Individual,2019.0,27208.0,39.8,0.0,0.0,0.0,,8.76,,Apr-85,10+ years,Graphics Technician V,15000.0
0.0,0.0,MD,65.0,137500.0,,Individual,8327.0,1058.0,96.2,0.0,0.0,0.0,,10.03,,Nov-05,4 years,Implementation Manager,30000.0
0.0,1.0,MI,56.0,32000.0,,Individual,11842.0,5069.0,73.2,0.0,0.0,0.0,,16.77,,Dec-99,< 1 year,Membership Services Assistant,16000.0
0.0,4.0,SC,65.0,63000.0,,Individual,5907.0,68.0,95.5,0.0,0.0,0.0,,25.43,,Jan-04,3 years,maintenance tech,16000.0
0.0,1.0,MA,48.0,68885.0,,Individual,17560.0,13712.0,44.7,0.0,0.0,0.0,,22.46,,Feb-92,8 years,Assistant Professor,12000.0
0.0,12.0,LA,68.0,130000.0,,Individual,19415.0,235.0,99.1,0.0,1.0,0.0,,23.78,,Dec-86,3 years,Project manager,35000.0
0.0,4.0,SC,64.0,45000.0,,Individual,2455.0,13117.0,67.9,0.0,0.0,0.0,,29.57,,Jul-05,10+ years,Support Specialist,21600.0
0.0,0.0,MN,92.0,55000.0,,Individual,34668.0,1238.0,46.2,0.0,0.0,0.0,,9.64,,Dec-01,10+ years,Teacher,4000.0
0.0,14.0,AZ,76.0,115000.0,,Individual,17611.0,2063.0,78.9,0.0,0.0,0.0,,9.41,,Oct-01,< 1 year,Docketing,16000.0
0.0,3.0,UT,73.0,56000.0,,Individual,5530.0,3741.0,45.0,0.0,0.0,0.0,,19.95,,Apr-06,2 years,North American Geo Lead - Delivery Enabl,15600.0
0.0,1.0,NJ,87.0,130000.0,,Individual,38882.0,3012.0,93.2,0.0,0.0,0.0,,9.92,,Jun-98,9 years,Director of Safety,16000.0
